,health,health_group
2063,2,No
2064,2,No
2065,1,No
2067,2,No
2068,2,No
2069,1,No
2070,2,No
2071,1,No
2072,2,Yes
2073,2,No
2074,2,No
2075,2,Yes
2076,1,No
2077,2,No
2078,1,Yes
2079,1,No
2080,1,Yes
2081,2,No
2082,2,Yes
2083,1,Yes
2084,2,No
2085,1,No
2086,2,No
2087,2,No
2088,2,No
2089,1,Yes
2090,2,No
2091,3,No
2092,1,No
2093,2,No
2094,1,No
2095,1,No
2096,1,Yes
2097,2,No
2098,2,No
2099,1,No
2101,1,No
2102,2,No
2103,2,No
2104,2,No
2105,1,No
2106,2,No
2107,2,Yes
2108,2,No
2109,2,No
2110,2,No
2111,1,No
2112,1,No
2113,1,Yes
2114,1,Yes
2115,2,No
2116,1,No
2117,2,No
2118,2,No
2119,2,No
2120,2,No
2121,1,No
2122,1,No
2123,1,No
2124,1,No
2125,1,No
2126,1,No
2127,1,Yes
2128,1,No
2129,1,No
2130,0,No
2131,0,No
2132,0,No
2133,1,No
2134,0,No
2135,0,No
2136,1,No
2137,2,No
2138,1,Yes
2139,2,No
2140,1,No
2141,0,No
2142,1,No
2143,1,No
2144,2,No
2145,1,No
2146,1,No
2147,2,No
2148,1,No
2149,0,Yes
2150,0,No
2151,3,No
2152,1,No
2153,2,No
2154,1,No
2155,0,No
2156,1,No
2157,1,No
2158,1,No
2159,0,No
2160,1,Yes
2161,0,No
2162,0,No
2163,1,No
2164,1,No
2165,1,No
2166,1,Yes
2167,2,No
2168,2,No
2169,2,No
2170,1,No
2171,1,No
2172,1,No
2173,0,No
2174,1,No
2175,0,No
2176,1,No
2177,1,No
2178,1,No
2179,1,No
2180,1,No
2181,0,No
2182,1,No
2183,1,No
2184,1,No
2185,2,Yes
2186,1,No
2187,2,No
2188,3,Yes
2189,2,No
2190,2,Yes
2191,2,Yes
2192,2,No
2193,1,No
2194,2,No
2195,2,No
2196,1,Yes
2197,2,Yes
2198,2,No
2199,2,No
2200,2,Yes
2201,2,No
2202,2,No
2203,2,No
2204,2,No
2205,1,No
2206,2,No
2207,2,No
2208,2,No
2209,2,No
2210,1,No
2211,2,No
2212,2,No
2213,3,No
2214,2,No
2215,3,No
2216,2,No
2217,1,Yes
2218,1,No
2219,2,No
2220,2,No
2221,1,No
2222,2,No
2223,2,No
2224,2,No
2225,2,No
2226,2,No
2227,0,No
2228,1,No
2229,0,No
2230,0,No
2231,0,No
2232,3,No
2233,3,No
2234,3,No
2235,0,No
2236,0,No
2237,1,No
2238,1,No
2239,0,No
2240,1,No
2241,1,No
2242,1,No
2243,0,No
2244,0,No
2245,1,No
2246,0,No
2247,2,No
2248,2,No
2249,2,No
2250,1,No
2251,1,No
2252,1,No
2253,0,No
2254,2,Yes
2255,1,Yes
2256,1,No
2257,0,No
2258,1,No
2259,1,No
2260,1,No
2261,3,No
2262,1,Yes
2263,0,No
2264,0,No
2265,1,No
2266,1,No
2267,1,No
2268,1,No
2269,0,No
2270,1,No
2271,1,No
2272,1,No
2273,2,No
2274,2,Yes
2275,1,No
2276,2,No
2277,2,No
2278,2,Yes
2279,1,No
2280,2,No
2281,2,No
2282,1,No
2283,1,No
2284,2,No
2285,1,No
2286,1,No
2287,1,No
2288,1,No
2289,1,No
2290,1,No
2291,1,No
2292,1,Yes
2293,1,No
2294,2,Yes
2295,1,Yes
2296,1,No
2297,1,No
2298,1,No
2299,1,No
2300,1,No
2301,1,No
2302,2,No
2303,2,No
2304,1,No
2305,1,No
2306,1,No
2307,1,No
2308,1,No
2309,1,No
2310,1,No
2311,2,No
2312,2,No
2313,2,No
2314,2,Yes
2315,2,No
2316,1,No
2317,1,No
2318,2,No
2319,1,No
2320,1,No
2321,1,No
2322,1,No
2323,3,No
2324,2,No
2325,1,No
2326,1,No
2327,1,No
2328,1,No
2329,2,Yes
2330,1,No
2331,1,No
2332,1,No
2333,2,No
2334,1,No
2335,1,No
2336,1,No
2337,3,No
2338,3,No
2339,2,No
2340,2,No
2341,1,No
2342,1,No
2343,2,Yes
2344,1,No
2345,2,No
2346,2,Yes
2347,2,Yes
2348,2,No
2349,3,No
2350,1,No
2351,2,Yes
2352,2,No
2353,2,No
2354,1,No
2355,2,No
2356,2,No
2357,2,No
2358,1,No
2359,1,No
2360,2,No
2361,2,No
2362,3,Yes
2363,0,No
2364,3,Yes
2365,2,No
2366,2,No
2367,3,No
2368,1,No
2369,2,No
2370,1,No
2371,1,No
2372,1,No
2373,1,No
2374,2,No
2375,2,Yes
2376,1,No
2377,2,No
2378,1,No
2379,2,No
2380,1,No
2381,2,No
2382,1,No
2383,0,No
2384,2,No
2385,1,No
2386,1,No
2387,2,Yes
2388,1,No
2389,1,No
2390,2,No
2391,2,No
2392,2,Yes
2393,2,Yes
2394,1,No
2395,2,No
2396,2,No
2397,2,No
2398,2,No
2399,3,No
2400,1,No
2401,1,No
2402,1,No
2403,1,Yes
2404,2,No
2405,1,No
2406,3,No
2407,1,No
2408,2,No
2409,1,No
2410,1,No
2411,0,No
2412,2,No
2413,2,No
2414,0,No
2415,2,No
2416,1,Yes
2417,1,No
2418,2,No
2419,2,No
2420,2,No
2421,2,Yes
2422,2,No
2423,1,No
2424,2,Yes
2425,1,No
2426,3,No
2428,3,No
2429,2,No
2430,2,No
2431,2,No
2432,0,No
2433,2,No
2434,1,No
2435,1,No
2436,2,No
2437,2,No
2438,1,No
2439,2,No
2440,1,No
2441,3,Yes
2442,1,No
2443,1,No
2444,1,No
2445,1,No
2446,1,No
2447,2,No
2448,1,Yes
2449,0,Yes
2450,0,No
2452,1,Yes
2453,0,Yes
2454,1,No
2455,2,No
2456,1,No
2457,1,Yes
2458,2,No
2459,2,No
2460,3,No
2461,1,No
2462,1,No
2463,2,No
2464,2,Yes
2465,2,No
2466,1,No
2467,1,No
2468,1,Yes
2469,1,Yes
2470,2,No
2471,2,Yes
2472,1,No
2473,1,No
2474,1,No
2475,1,No
2476,1,No
2477,1,No
2478,2,No
2479,2,No
2480,1,No
2481,1,Yes
2482,2,No
2483,2,No
2484,2,No
2485,2,Yes
2486,1,No
2487,1,No
2488,0,No
2489,3,No
2490,2,No
2491,1,No
2492,1,No
2493,1,No
2494,1,No
2495,3,No
2496,1,No
2497,2,No
2498,2,No
2499,1,No
2500,1,No
2501,1,No
2502,1,No
2503,1,No
2504,2,Yes
2505,2,No
2506,2,No
2507,2,No
2508,1,No
2509,2,No
2512,1,No
2514,2,No
2515,2,No
2516,2,No
2517,1,No
2518,0,No
2519,1,No
2520,0,No
2521,2,No
2522,1,Yes
2523,1,No
2524,0,No
2525,1,No
2526,0,No
2527,1,Yes
2528,2,Yes
2529,0,No
2530,1,Yes
2531,0,No
2532,1,Yes
2533,3,Yes
2534,2,No
2535,2,No
2536,2,No
2537,2,Yes
2538,1,No
2539,1,No
2540,2,No
2541,1,No
2542,1,No
2543,2,No
2544,3,No
2545,1,No
2546,1,No
2548,1,No
2549,2,No
2550,1,Yes
2551,2,No
2552,1,No
2553,1,No
2554,2,Yes
2555,2,No
2556,2,No
2557,2,No
2558,2,No
2559,1,No
2560,1,Yes
2561,2,No
2562,1,No
2564,1,No
2565,1,No
2566,2,Yes
2567,2,No
2568,1,Yes
2569,2,Yes
2570,1,Yes
2571,0,No
2572,2,No
2573,3,Yes
2574,3,Yes
2575,1,No
2576,1,No
2577,3,No
2578,1,No
2579,1,No
2580,1,Yes
2581,0,No
2582,1,No
2583,1,Yes
2584,1,No
2585,1,No
2586,1,No
2587,1,No
2588,2,No
2589,1,No
2590,1,No
2591,1,Yes
2592,1,No
2593,1,No
2594,2,No
2595,1,No
2596,1,No
2597,1,No
2598,2,No
2599,1,No
2600,3,Yes
2601,2,Yes
2602,3,Yes
2603,1,No
2604,1,No
2605,1,No
2606,1,Yes
2607,2,No
2608,2,No
2609,2,No
2610,3,No
2611,1,No
2612,1,No
2613,2,No
2614,3,No
2615,2,No
2616,1,No
2617,1,No
2618,1,No
2619,1,No
2620,2,No
2621,1,No
2622,2,No
2623,1,No
2624,2,No
2625,2,No
2626,1,Yes
2627,1,Yes
2628,0,No
2629,1,No
2630,2,No
2631,0,No
2633,1,No
2634,2,Yes
2635,2,No
2636,2,Yes
2637,1,No
2638,1,No
2639,1,Yes
2640,1,No
2641,1,No
2642,2,No
2643,1,No
2644,2,No
2645,3,Yes
2646,2,No
2647,2,Yes
2648,3,No
2649,2,Yes
2650,2,No
2651,2,Yes
2652,2,No
2653,2,No
2654,2,No
2655,2,No
2656,2,No
2657,2,No
2658,2,No
2660,2,No
2661,2,No
2662,2,Yes
2663,3,Yes
2664,1,No
2665,3,No
2666,1,No
2667,2,Yes
2668,2,No
2669,1,No
2670,2,No
2671,3,Yes
2672,1,No
2673,1,No
2674,2,No
2675,2,No
2676,1,No
2677,2,No
2678,1,No
2679,2,Yes
2680,2,No
2681,2,No
2682,2,No
2683,2,No
2684,2,No
2685,3,Yes
2686,1,No
2687,3,No
2688,2,No
2689,2,No
2690,3,Yes
2691,2,No
2692,3,No
2693,2,No
2694,2,No
2695,2,No
2696,1,No
2697,2,No
2698,2,No
2699,3,No
2700,2,No
2701,2,No
2702,1,No
2703,1,No
2704,1,No
2705,1,No
2706,3,No
2707,2,No
2708,2,Yes
2709,2,Yes
2710,3,Yes
2711,2,No
2712,2,No
2713,1,No
2714,2,No
2715,2,No
2716,2,Yes
2717,2,No
2718,2,No
2719,2,No
2720,3,No
2721,1,No
2722,2,No
2723,3,No
2724,2,No
2725,2,No
2726,2,No
2727,2,No
2729,1,No
2730,1,No
2731,1,No
2732,1,No
2733,1,No
2734,1,No
2735,1,No
2736,1,No
2737,1,No
2738,1,No
2739,0,No
2740,1,No
2741,1,No
2742,1,No
2743,1,No
2744,2,No
2745,2,No
2746,0,No
2747,1,No
2748,1,No
2749,1,No
2751,1,Yes
2752,2,No
2753,1,No
2754,2,Yes
2755,2,No
2756,1,No
2757,1,No
2758,1,No
2759,1,No
2760,1,No
2762,3,Yes
2763,1,No
2764,3,No
2765,2,Yes
2766,3,No
2767,1,No
2768,1,No
2769,1,Yes
2770,1,Yes
2771,2,No
2772,2,Yes
2773,2,No
2774,2,Yes
2775,2,No
2776,2,No
2777,2,No
2778,0,No
2779,1,No
2780,1,No
2781,2,Yes
2782,2,Yes
2783,2,Yes
2784,0,No
2785,2,No
2787,1,No
2788,3,Yes
2789,2,No
2790,1,No
2791,2,No
2792,1,No
2793,2,No
2794,2,No
2795,3,No
2796,2,No
2797,2,No
2798,1,No
2799,2,No
2800,1,No
2801,0,No
2802,1,No
2803,0,No
2804,2,No
2805,1,No
2806,2,No
2807,1,No
2808,1,No
2809,1,No
2810,1,No
2811,2,No
2812,0,No
2813,2,No
2814,1,No
2815,2,No
2816,3,Yes
2817,1,Yes
2818,2,No
2819,1,Yes
2820,1,Yes
2821,1,No
2822,1,No
2823,3,No
2824,1,No
2825,1,No
2826,2,No
2827,1,No
2828,2,No
2829,1,No
2830,2,No
2831,1,No
2832,1,No
2833,1,No
2834,1,No
2835,1,No
2836,1,No
2837,1,No
2838,1,No
2839,1,No
2840,2,Yes
2841,1,Yes
2842,1,No
2843,2,No
2844,2,Yes
2845,2,No
2846,2,No
2847,2,Yes
2848,1,No
2849,1,No
2850,1,Yes
2851,1,No
2852,1,No
2853,3,Yes
2854,1,No
2856,2,No
2857,1,No
2858,1,Yes
2859,2,Yes
2860,3,Yes
2861,1,No
2862,1,No
2863,1,No
2864,1,No
2865,1,No
2866,2,Yes
2867,2,No
2868,1,No
2869,2,No
2870,1,No
2871,1,No
2872,1,No
2873,1,No
2874,3,Yes
2875,1,Yes
2876,1,No
2877,3,No
2879,1,No
2880,2,Yes
2881,1,No
2882,1,Yes
2883,1,No
2884,1,No
2885,3,Yes
2886,1,No
2887,1,Yes
2888,1,No
2889,2,No
2890,3,No
2891,1,No
2892,1,No
2893,1,No
2894,0,No
2895,1,No
2896,1,No
2897,1,No
2898,1,Yes
2899,1,Yes
2900,2,No
2901,3,No
2902,1,No
2903,2,No
2904,1,No
2905,1,No
2906,2,No
2907,2,No
2908,1,No
2909,2,No
2910,1,No
2911,1,No
2912,3,No
2913,1,No
2914,1,No
2916,1,No
2917,2,No
2918,0,No
2919,0,No
2920,1,No
2922,2,No
2923,1,No
2924,1,No
2925,1,No
2926,1,No
2927,1,No
2928,1,No
2929,2,No
2930,2,No
2931,0,No
2932,1,No
2933,1,Yes
2934,1,No
2935,3,No
2936,1,No
2937,0,No
2938,0,No
2939,1,No
2940,1,No
2941,1,No
2942,1,No
2943,1,No
2944,1,No
2945,1,No
2946,1,No
2947,3,No
2948,1,No
2949,2,No
2950,1,No
2951,1,Yes
2952,1,Yes
2953,2,No
2954,2,Yes
2955,1,No
2956,1,Yes
2957,2,No
2958,1,No
2959,1,Yes
2960,1,No
2961,2,No
2962,1,No
2963,1,No
2964,1,No
2965,1,Yes
2966,1,No
2967,1,No
2968,2,No
2969,1,No
2970,1,No
2971,1,No
2972,1,No
2973,1,No
2975,2,No
2976,1,No
2977,1,No
2978,1,No
2979,2,No
2980,1,No
2981,0,No
2982,1,No
2983,1,No
2984,1,Yes
2985,0,No
2986,1,No
2987,1,No
2988,2,Yes
2989,1,No
2990,1,No
2991,1,No
2992,2,Yes
2993,0,Yes
2994,0,No
2995,2,No
2996,1,No
2997,1,No
2998,1,Yes
2999,2,No
3000,2,No
3001,1,No
3002,1,No
3003,1,No
3004,1,No
3005,1,No
3006,2,Yes
3007,2,No
3008,2,No
3010,1,Yes
3011,2,No
3012,1,No
3013,2,No
3014,1,No
3015,1,No
3016,2,No
3017,2,No
3018,3,Yes
3019,2,No
3020,2,No
3021,1,No
3022,1,No
3023,3,Yes
3024,1,No
3025,1,No
3026,1,No
3027,1,No
3028,2,No
3029,2,No
3030,1,Yes
3031,1,Yes
3032,2,Yes
3033,2,No
3034,2,Yes
3035,1,No
3036,1,Yes
3037,1,Yes
3038,1,Yes
3039,3,No
3040,1,No
3041,1,No
3042,2,No
3043,1,No
3044,3,No
3045,1,No
3046,1,Yes
3047,1,No
3048,1,Yes
3049,2,Yes
3050,0,No
3051,1,No
3052,1,No
3053,1,No
3054,1,No
3055,1,Yes
3056,1,Yes
3057,1,No
3058,3,Yes
3059,1,No
3060,1,No
3061,1,Yes
3062,3,No
3063,1,Yes
3064,1,No
3065,2,No
3066,2,Yes
3067,1,Yes
3068,1,Yes
3069,1,No
3070,1,No
3071,1,Yes
3072,1,No
3073,3,Yes
3074,2,Yes
3075,2,No
3076,3,No
3077,2,No
3078,0,No
3079,1,No
3080,1,No
3081,1,No
3082,2,No
3083,2,No
3084,3,Yes
3085,1,No
3086,1,No
3087,3,No
3088,1,No
3089,2,No
3090,1,No
3092,2,No
3093,0,No
3094,2,No
3095,1,No
3096,1,No
3097,1,No
3098,1,No
3099,1,No
3100,0,No
3101,2,No
3102,1,Yes
3103,1,No
3104,2,No
3105,1,No
3106,1,Yes
3107,1,No
3108,1,No
3109,2,No
3110,2,No
3111,1,No
3112,0,No
3113,1,Yes
3117,2,Yes
3118,1,No
3121,1,No
3122,1,Yes
3123,1,Yes
3124,1,No
3125,1,No
3126,2,No
3128,2,No
3129,1,No
3130,1,No
3131,1,Yes
3132,2,No
3134,1,No
3135,1,Yes
3136,1,No
3137,2,No
3141,1,No
3143,1,No
3144,1,No
3145,1,No
3146,1,No
3148,1,No
3150,1,No
3151,1,No
3153,1,No
3154,2,No
3155,1,No
3156,1,No
3157,1,No
3158,1,No
3159,1,Yes
3160,1,No
3161,3,No
3162,1,No
3163,2,No
3164,1,No
3166,1,No
3167,1,No
3168,1,No
3169,1,No
3170,1,Yes
3171,1,No
3172,1,No
3173,2,No
3174,1,No
3175,3,Yes
3177,2,No
3178,1,No
3179,1,No
3180,2,No
3181,1,No
3182,2,No
3183,2,No
3184,1,No
3185,1,Yes
3186,1,No
3187,2,No
3188,1,No
3189,1,Yes
3190,1,No
3191,1,No
3192,1,No
3193,1,Yes
3194,1,No
3195,1,No
3196,2,No
3197,1,No
3198,1,No
3199,1,Yes
3200,1,No
3201,2,No
3202,0,No
3203,1,No
3204,1,Yes
3205,2,Yes
3206,1,Yes
3207,1,Yes
3208,1,No
3209,1,Yes
3210,1,No
3211,1,No
3212,2,Yes
3213,1,Yes
3214,1,Yes
3215,0,Yes
3216,1,No
3217,1,No
3218,1,Yes
3219,1,No
3220,1,No
3221,1,No
3222,1,No
3223,1,No
3224,3,No
3225,1,No
3226,3,No
3227,1,No
3228,1,No
3229,1,Yes
3230,1,No
3231,1,No
3232,1,No
3233,1,No
3234,1,No
3235,1,No
3236,1,No
3237,1,No
3238,2,No
3239,1,No
3240,1,Yes
3241,1,No
3242,1,No
3243,1,Yes
3244,1,Yes
3245,1,No
3246,1,Yes
3247,2,Yes
3248,1,No
3249,1,Yes
3250,2,Yes
3251,1,No
3252,1,Yes
3253,0,No
3254,1,No
3255,1,No
3256,1,No
3257,1,Yes
3258,1,No
3259,1,No
3260,1,No
3261,1,Yes
3262,1,Yes
3263,1,Yes
3264,1,No
3265,1,No
3266,2,No
3267,1,Yes
3268,1,No
3269,1,No
3270,1,No
3271,1,Yes
3272,1,No
3273,1,No
3274,1,No
3275,2,Yes
3276,1,No
3277,3,No
3278,1,No
3280,1,No
3281,1,No
3282,1,No
3284,1,No
3285,1,Yes
3286,2,Yes
3287,1,Yes
3288,1,No
3289,1,No
3290,1,Yes
3291,2,Yes
3292,1,Yes
3293,1,Yes
3294,2,Yes
3295,1,No
3296,2,No
3297,1,No
3298,1,Yes
3299,3,No
3300,1,No
3301,2,No
3302,1,No
3303,3,No
3304,2,No
3305,1,No
3306,1,No
3307,1,No
3308,3,No
3309,2,No
3310,2,No
3311,1,No
3312,1,No
3313,1,No
3314,1,No
3316,1,No
3317,2,No
3318,1,No
3319,1,No
3320,3,No
3321,1,No
3322,1,No
3323,2,No
3324,2,No
3325,1,No
3326,2,No
3327,1,No
3328,1,No
3329,2,No
3330,2,No
3331,1,No
3332,1,No
3333,1,No
3334,3,No
3335,1,No
3336,3,No
3337,2,No
3338,1,No
3339,0,Yes
3340,1,No
3341,2,No
3342,2,Yes
3344,1,No
3345,2,No
3346,2,No
3347,1,No
3348,2,No
3349,2,No
3350,1,No
3351,1,No
3352,1,Yes
3353,1,No
3354,2,Yes
3355,2,No
3356,0,No
3357,1,No
3358,2,Yes
3359,1,No
3360,1,Yes
3361,2,No
3362,1,No
3363,1,No
3364,2,No
3365,2,No
3366,1,No
3367,0,No
3368,1,Yes
3369,2,No
3370,0,No
3371,1,No
3372,2,No
3373,2,Yes
3374,1,No
3375,1,Yes
3376,2,No
3377,1,No
3378,2,No
3379,1,No
3380,1,No
3381,2,No
3382,0,No
3383,1,Yes
3384,1,No
3385,1,No
3386,1,No
3387,1,No
3388,2,No
3389,1,No
3390,1,No
3391,1,No
3392,2,No
3393,1,No
3394,1,No
3395,2,No
3396,1,No
3397,1,Yes
3398,3,Yes
3399,2,No
3400,2,No
3401,2,Yes
3402,1,No
3403,2,No
3404,1,No
3405,1,No
3406,0,No
3407,3,No
3408,1,No
3409,1,No
3410,1,No
3411,1,No
3412,1,No
3413,1,Yes
3414,1,No
3415,2,Yes
3416,1,No
3417,1,No
3418,1,No
3419,1,No
3420,2,No
3421,1,No
3422,1,No
3423,1,No
3424,1,No
3426,2,No
3427,1,No
3428,2,No
3429,2,No
3430,1,No
3431,1,No
3432,1,No
3433,1,Yes
3434,1,No
3435,2,No
3436,2,No
3437,1,No
3438,2,No
3439,2,No
3440,2,No
3441,1,No
3442,1,No
3443,1,No
3444,1,No
3445,1,No
3446,0,No
3447,1,No
3448,1,No
3449,1,No
3450,1,No
3451,2,Yes
3452,1,No
3453,2,No
3454,1,No
3455,1,No
3456,1,No
3457,1,No
3458,1,Yes
3460,2,Yes
3461,1,No
3462,1,No
3463,1,No
3464,1,No
3465,2,No
3466,2,No
3467,1,No
3468,1,No
3469,1,No
3470,1,No
3471,1,No
3472,1,No
3473,2,No
3474,2,No
3475,1,No
3476,1,No
3477,1,No
3478,2,Yes
3479,1,No
3480,1,No
3481,1,No
3482,1,No
3483,2,Yes
3484,1,No
3485,2,No
3486,1,No
3487,0,No
3488,1,No
3489,2,No
3490,1,No
3491,1,No
3492,1,Yes
3493,1,No
3494,1,No
3495,2,No
3496,1,No
3497,2,No
3498,1,No
3499,1,No
3500,1,No
3501,1,No
3502,2,No
3503,2,No
3504,1,No
3505,2,No
3506,1,No
3507,2,Yes
3508,1,No
3509,1,No
3510,1,No
3511,1,No
3512,2,No
3513,1,No
3514,2,No
3515,1,No
3516,1,No
3517,1,No
3518,2,No
3519,1,No
3520,1,No
3521,1,No
3522,2,Yes
3523,1,No
3524,0,No
3525,1,No
3526,1,No
3527,3,No
3528,1,No
3529,1,Yes
3530,1,No
3531,1,Yes
3532,2,No
3533,0,No
3534,1,Yes
3535,1,No
3536,3,No
3537,1,No
3538,2,No
3539,1,No
3540,2,No
3541,1,No
3542,1,No
3543,1,No
3544,2,No
3545,1,No
3546,1,Yes
3547,2,No
3548,1,No
3549,1,No
3550,1,No
3551,1,No
3552,2,No
3553,1,No
3554,2,No
3555,2,No
3556,1,No
3557,1,No
3558,1,No
3559,1,No
3560,1,No
3561,1,No
3562,1,No
3563,1,No
3564,1,No
3565,1,No
3566,1,No
3567,0,No
3568,1,No
3569,1,No
3570,2,No
3571,2,No
3572,1,No
3573,0,No
3574,1,No
3575,1,No
58,1,NA_Yes
104,2,NA_Yes
141,1,NA_Yes
246,3,NA_Yes
273,1,NA_Yes
338,1,NA_Yes
835,2,NA_Yes
862,3,NA_Yes
886,2,NA_Yes
909,1,NA_Yes
918,1,NA_Yes
942,1,NA_Yes
1064,1,NA_Yes
1067,2,NA_Yes
1142,1,NA_No
1153,1,NA_Yes
1154,2,NA_Yes
1166,1,NA_Yes
1167,2,NA_Yes
1185,1,NA_No
1187,1,NA_No
1188,1,NA_No
1204,1,NA_Yes
1210,1,NA_Yes
1245,1,NA_Yes
1267,1,NA_Yes
1293,1,NA_No
1296,2,NA_Yes
1321,1,NA_Yes
1348,3,NA_No
1398,0,NA_Yes
1415,1,NA_Yes
1460,3,NA_Yes
1461,0,NA_Yes
1471,1,NA_No
1480,3,NA_Yes
1539,1,NA_Yes
1581,1,NA_Yes
1596,2,NA_No
1598,1,NA_No
1599,1,NA_No
1602,1,NA_No
1651,3,NA_No
1658,1,NA_No
1677,3,NA_Yes
1693,3,NA_No
1746,2,NA_No
1784,2,NA_Yes
1961,2,NA_No
2035,2,NA_No
2037,2,NA_Yes
2059,2,NA_No
2062,2,NA_Yes
2066,1,NA_Yes
2100,1,NA_Yes
2427,2,NA_No
2451,0,NA_Yes
2510,3,NA_Yes
2511,2,NA_Yes
2513,3,NA_Yes
2547,1,NA_Yes
2563,1,NA_No
2632,1,NA_No
2659,3,NA_No
2728,2,NA_Yes
2750,2,NA_Yes
2761,2,NA_Yes
2786,1,NA_Yes
2855,2,NA_Yes
2878,3,NA_Yes
2915,1,NA_Yes
2921,1,NA_No
2974,1,NA_No
3009,1,NA_Yes
3091,1,NA_No
3114,1,NA_Yes
3115,3,NA_Yes
3116,1,NA_Yes
3119,1,NA_No
3120,1,NA_No
3127,1,NA_No
3133,1,NA_No
3138,1,NA_Yes
3139,1,NA_No
3140,1,NA_Yes
3142,1,NA_No
3147,1,NA_No
3149,1,NA_No
3152,2,NA_No
3165,1,NA_No
3176,1,NA_No
3279,2,NA_Yes
3283,1,NA_Yes
3315,1,NA_Yes
3343,1,NA_Yes
3425,1,NA_Yes
3459,0,NA_Yes
